id,title,authority,country,region,topic,document_type,date,year,month,sentiment,sentiment_score,risk_level,risk_score,document_length,confidence_score,status,content,url,language,tags
1010,"A Stronger Workforce for America Act, Chapter 3 (Performance Accountability)",United States Congress,United States,Federal government,U.S. federal laws,Law/Act,2025-01-03,2025,1,positive,0.6597,low,0.0,224,0.7,Defunct,"Chapter 3-performance Accountability SEC. 119. PERFORMANCE ACCOUNTABILITY SYSTEM. (a) State Performance Accountability Measures.— (1) PRIMARY INDICATORS OF PERFORMANCE.—Section 116(b)(2)(A) of the Workforce Innovation and Opportunity Act (29 U.S.C. 3141(b)(2)(A)) is amended— (A) in clause (i)— (i) in subclause (II)— (I) by striking “fourth” and inserting “second”; and (II) by inserting “and remain in unsubsidized employment during the fourth quarter after exit from the program” after “the program”; (ii) in subclause (V)— (I) by striking “, during a program year,”; (II) by striking “are in” and inserting “enter into”; and (III) by inserting before the semicolon at the end the following: “within 6 months after the quarter in which the participant enters into the education and training program”; and (iii) by amending subclause (VI) to read as follows: “(VI) of the program participants who received training services and who exited the program during a program year, the percentage of such program participants who completed, prior to such exit, on-the-job training, employer-directed skills development, incumbent worker training, or an apprenticeship.”; (B) in clause (ii)— (i) in subclause (II)— (I) by striking “fourth” and inserting “second”; (II) by inserting “, and who remain in such activities or unsubsidized employment during the fourth quarter after exit from the program” after “the program”; and (III) by striking “and” at the end; (ii) in subclause (III)— (I) by striking “(VI",https://www.congress.gov/bill/118th-congress/house-bill/6655/text,en,"Applications: Government: other applications/unspecified, Strategies: Government support"
1011,"Community and Hydropower Improvement Act, Sec. 4 (Approach to Environmental Review)",United States Congress,United States,Federal government,U.S. federal laws,Law/Act,2025-01-03,2025,1,positive,0.9488,low,0.0,223,0.5,Defunct,"SEC. 4. APPROACH TO ENVIRONMENTAL REVIEW. (a) In General.—Section 2403 of the Energy Policy Act of 1992 (16 U.S.C. 797d) is amended— (1) in the section heading, by striking “THIRD PARTY CONTRACTING BY FERC” and inserting “APPROACH TO ENVIRONMENTAL REVIEW”; (2) in subsection (a)— (A) in the subsection heading, by striking “Environmental Impact Statements” and inserting “Third-Party Contracting By The Federal Energy Regulatory Commission”; and (B) in the first sentence, by striking “Where the Federal” and inserting the following: “(1) ENVIRONMENTAL IMPACT STATEMENTS.—If the Federal”; (3) in subsection (c), by striking “This section” and inserting “This subsection”; (4) by redesignating subsections (b) and (c) as paragraphs (2) and (3), respectively, and indenting appropriately; and (5) by adding at the end the following:“(b) Cooperation With Other Agencies.— “(1) IN GENERAL.—The Federal Energy Regulatory Commission shall request that any Federal, State, or local agency or Indian Tribe with a responsibility under the National Environmental Policy Act of 1969 (42 U.S.C. 4321 et seq.) or comparable State or Tribal law requirements with respect to the licensing of a project cooperate in the preparation of the environmental assessment or environmental impact statement that will be a record basis for the decisions of the applicable agency or Indian Tribe with respect to the applicable application. “(2) EFFECT.—Cooperation under paragraph (1) shall not impair the right of a cooperatin",https://www.congress.gov/bill/118th-congress/senate-bill/1521/text,en,
1014,"Government Surveillance Reform Act of 2023, Title VII (Protection of Car Data from Warrantless Searches)",United States Congress,United States,Federal government,U.S. federal laws,Law/Act,2025-01-03,2025,1,positive,0.9287,low,0.0,230,0.7,Defunct,"TITLE VII—PROTECTION OF CAR DATA FROM WARRANTLESS SEARCHES SEC. 701. PROTECTION OF CAR DATA FROM WARRANTLESS SEARCHES. (a) In General.—Part I of title 18, United States Code, is amended by adding at the end the following: “CHAPTER 124—ACCESSING VEHICLE DATA. “Sec. “2730. Definitions. “2731. Prohibition on access to vehicle data. “2732. Prohibition on use of acquired information as evidence.“§ 2730. Definitions “In this chapter: “(1) ACCESS.—The term ‘access’— “(A) means any retrieval of covered vehicle data, regardless of— “(i) whether the data is obtained as the information is being produced or from digital storage; and “(ii) where the vehicle data is stored or transmitted, including by wire or radio; and “(B) does not include data covered by chapter 119 of this title or section 104 of the Foreign Intelligence Surveillance Act of 1978 (50 U.S.C. 1804). “(2) CONSENT.—The term ‘consent’— “(A) means an affirmative, express, and voluntary agreement that— “(i) states that the person providing the consent is providing consent to a government official to access the digital contents, access credential, or online account information, or other information being sought; “(ii) specifies the type of content, access credential, or online account information the person is providing access to; “(iii) specifies the time period of the covered vehicle data to be accessed; “(iv) informs the person providing consent that consent is optional and that the government official attempting to obtain c",https://www.congress.gov/bill/118th-congress/senate-bill/3234/text,en,
1016,"Border Act of 2024, General Provisions Title",United States Congress,United States,Federal government,U.S. federal laws,Law/Act,2025-01-03,2025,1,positive,0.6369,low,0.0,207,0.5,Defunct,"GENERAL PROVISIONS—THIS TITLE Sec. 201. (a) The Secretary shall, by March 1, 2025, and quarterly thereafter, provide to the Committees on Appropriations of the House of Representatives and the Senate a report describing changes in performance metrics and operational capabilities relating to border security, immigration enforcement, and immigration services, and the relationship of those changes to actual and projected encounters on the southwest border.(b) The report required by subsection (a) shall also include an analytic assessment of how policy changes and resources provided in this title of this Act impact efficiencies and resource needs for— (1) other programs within the Department; and (2) other Federal Departments and agencies.Sec. 202. (a) Amounts made available in this Act under the heading “U.S. Customs and Border Protection—Procurement, Construction, and Improvements” for acquisition and deployment of border security technology shall be available only as follows: (1) $170,000,000 for the procurement and deployment of autonomous surveillance towers systems in locations that are not currently covered by such systems or technology, as defined in subsection (d); (2) $47,500,000 for the procurement and deployment of mobile surveillance capabilities, including mobile video surveillance systems and for obsolete mobile surveillance equipment replacement, counter-UAS, and small unmanned aerial systems; (3) $25,000,000 for subterranean detection capabilities; (4) $7,500,000",https://www.congress.gov/bill/118th-congress/senate-bill/4361/text,en,
1018,Federal Register Doc. No. 2024-01580. Taking Additional Steps To Address the National Emergency With Respect to Significant Malicious Cyber-Enabled Activities,Department of Commerce,United States,Federal government,"U.S. regulations, executive orders, and agency policies",Law/Act,2024-04-29,2024,4,positive,0.9337,low,0.0,216,0.5,Proposed,"Subpart D—Infrastructure as a Service Providers' Responsibility To Verify the Identity of Their Customers, Special Measures, and the Use of Their Products for Large AI Model Training 7.300 Purpose and scope. 7.301 Definitions and application. 7.302 Customer Identification Program. 7.303 Foreign reseller requirements. 7.304 Customer Identification Program reporting requirements. 7.305 Compliance assessments. 7.306 Customer Identification Program exemptions. 7.307 Special measures for certain foreign jurisdictions or foreign persons. 7.308 Reporting of large AI model training. 7.309 Enforcement. 7.310 Reporting violations. § 7.300 Purpose and scope. Foreign actors may use United States Infrastructure as a Service (IaaS) products for a variety of malicious cyber-enabled activities. In light of these threats, it is the purpose of this subpart to: (a) Require U.S. IaaS providers of U.S. IaaS products to implement programs to maintain certain records related to IaaS Accounts in which foreign persons have an interest and verify the identity of such persons, and to require their foreign resellers to do the same, in order to facilitate law enforcement requests for such records and otherwise implement the provisions of Executive Order 13984 and Executive Order 14110; (b) Prevent foreign persons from using U.S. IaaS products to conduct malicious cyber-enabled activities; and (c) Safeguard the national security of the United States. § 7.301 Definitions and application. For the purposes o",https://www.federalregister.gov/documents/2024/01/29/2024-01580/taking-additional-steps-to-address-the-national-emergency-with-respect-to-significant-malicious,en,
1021,NSTC/OSTP Framework for Nucleic Acid Synthesis Screening,Office of Science and Technology Policy,United States,Federal government,"U.S. regulations, executive orders, and agency policies",Regulation,2024-04-29,2024,4,positive,0.9761,low,0.0,209,0.5,Enacted,"I. INTRODUCTION In October 2023, President Biden issued a landmark Executive Order on the Safe, Secure, and Trustworthy Development and Use of Artificial Intelligence (“Executive Order”). In section 4.4(b), the Executive Order directs the federal government to reduce the risks of misuse of synthetic nucleic acids and improve associated biosecurity measures. The Executive Order requires that OSTP develop a framework to encourage providers of synthetic nucleic acid sequences to implement comprehensive, scalable, and verifiable synthetic nucleic acid procurement screening mechanisms. As the building blocks for life, nucleic acids underpin much of research and development in the life sciences, thereby serving as a critical control point allowing industry to ensure beneficial usage and minimize the risk of misuse. This framework outlines a unified process for screening purchases of synthetic nucleic acids and benchtop nucleic acid synthesis equipment. While the framework will be incorporated into requirements for recipients of federal research funding, including through domestic and international funding documents, broader use of the framework is encouraged. This approach guides providers of synthetic nucleic acids (“Providers”) and manufacturers of benchtop nucleic acid synthesis equipment (“Manufacturers”) to screen purchase orders to identify sequences of concern (SOCs) and assess customer legitimacy. In support of this framework, as directed by section 4.4.(b)(ii) of the Execu",https://www.whitehouse.gov/wp-content/uploads/2024/04/Nucleic-Acid_Synthesis_Screening_Framework.pdf,en,
1025,Inventorship Guidance for AI-Assisted Inventions,Department of Commerce,United States,Federal government,"U.S. regulations, executive orders, and agency policies",Regulation,2024-02-13,2024,2,positive,0.9637,low,0.0,239,0.5,Enacted,"A. Impact on Examination Procedure and Prior Examination Guidance While this guidance is focused on AI-assisted inventions, portions of the guidance can apply to other types of inventions. To the extent that earlier guidance from the USPTO, including certain sections of the Manual of Patent Examining Procedure (9th Edition, rev. 07.2022, February 2023) (MPEP), is inconsistent with the guidance set forth in this notice, USPTO personnel are to follow these guidelines. The MPEP will be updated in due course. Disclaimer: This guidance does not constitute substantive rulemaking and does not have the force and effect of law. The guidance sets out agency policy with respect to the USPTO's interpretation of the inventorship requirements of the Patent Act in view of decisions by the Supreme Court of the United States (Supreme Court) and the United States Court of Appeals for the Federal Circuit (Federal Circuit). The guidance does not create any right or benefit, substantive or procedural, enforceable by any party against the USPTO. Rejections will continue to be based on the substantive law, and it is those rejections that are appealable to the PTAB and the courts.II. Inventors and Joint Inventors Named on U.S. Patents and Patent Applications Must Be Natural Persons On April 22, 2020, the USPTO issued a pair of decisions denying petitions to name the Device for the Autonomous Bootstrapping of Unified Sentience (DABUS), an AI system, as an inventor on two patent applications. The USPT",https://www.federalregister.gov/documents/2024/02/13/2024-02623/inventorship-guidance-for-ai-assisted-inventions,en,
1026,"USDA Framework for State, Local, Tribal, and Territorial Use of Artificial Intelligence for Public Benefit Administration",Department of Agriculture,United States,Federal government,"U.S. regulations, executive orders, and agency policies",Regulation,2024-04-29,2024,4,positive,0.9911,low,0.0,216,0.5,Enacted,"1. OVERVIEW Artificial intelligence (AI) is a powerful technology that presents both opportunities and risks for the delivery of public benefits. This framework outlines USDA’s principles and approach to support states, localities, tribes, and territories in responsibly using AI in the implementation and administration of USDA’s nutrition benefits and services. This framework is in response to Section 7.2(b)(ii) of Executive Order 14110 on Safe, Secure, and Trustworthy Development and Use of Artificial Intelligence: 1 (ii) The Secretary of Agriculture shall, within 180 days of the date of this order and as informed by the guidance issued pursuant to section 10.1(b) of this order, issue guidance to state, local, tribal, and territorial public-benefits administrators on the use of automated or algorithmic systems in implementing benefits or in providing customer support for benefit programs administered by the Secretary, to ensure that programs using those systems: (A) maximize program access for eligible recipients; (B) employ automated or algorithmic systems in a manner consistent with any requirements for using merit systems personnel in public-benefits programs; (C) identify instances in which reliance on automated or algorithmic systems would require notification by the state, local, tribal, or territorial government to the Secretary; (D) identify instances when applicants and participants can appeal benefit determinations to a human reviewer for reconsideration and can re",https://www.fns.usda.gov/framework-artificial-intelligence-public-benefit,en,
1027,HHS Public Benefits and AI,Department of Health and Human Services,United States,Federal government,"U.S. regulations, executive orders, and agency policies",Regulation,2024-04-29,2024,4,positive,0.9953,low,0.0,214,0.5,Enacted,"United States Department of Health & Human Services Plan for Promoting Responsible Use of Artificial Intelligence in Automated and Algorithmic Systems by State, Local, Tribal, and Territorial Governments in Public Benefit Administration Introduction The United States Department of Health and Human Services (HHS) funds billions of dollars in public benefits1 across numerous programs annually. Many of these federally funded programs are administered by state, Tribal, local, and/or territorial government entities (STLTs), serving millions of Americans. Recent advances in the availability of powerful artificial intelligence (AI)2 in automated or algorithmic systems (referred to as “automated systems”3) open up significant opportunities to enhance public benefits program administration to better meet the needs of recipients and to improve the efficiency and effectiveness of those programs. These capabilities do not come without risk, however, and it is incumbent on government agencies to ensure that these technologies are deployed responsibly to get the best of what they offer without imposing significant risks on those administering or being served by these programs. To promote the equitable administration of public benefits, Executive Order on the Safe, Secure, and Trustworthy Development and Use of Artificial Intelligence (EO 14110) Section 7.2(b) requires the Secretary of Health and Human Services, in consultation with other agencies, to publish a plan addressing the use of au",https://www.hhs.gov/sites/default/files/public-benefits-and-ai.pdf,en,
1029,"Guidance on Application of the Fair Housing Act to the Advertising of Housing, Credit, and Other Real Estate-Related Transactions through Digital Platforms",Department of Housing and Urban Development,United States,Federal government,"U.S. regulations, executive orders, and agency policies",Law/Act,2024-04-29,2024,4,positive,0.9073,low,0.0,227,0.5,Enacted,"I. Introduction This guidance from HUD’s Office of Fair Housing and Equal Opportunity explains how the Fair Housing Act (“Act”) applies to the advertising of housing, credit, and other real estate-related transactions through digital platforms.In particular, it addresses the increasingly common use of automated systems, such as algorithmic processes and Artificial Intelligence (AI),to facilitate advertisement targeting and delivery. New technologies can be used to target advertising toward some consumers and away from others.This can be done deliberately—for example, when advertisers choose to have their ads directed in a particular way—but it can also can occur through the operation of complex automated systems designed to make ad delivery more efficient in accomplishing an advertiser or ad platform’s purposes. These systems may conclude, for example, that women are more likely than men to click on advertising for certain products, and so direct such ads only to women (or, more precisely, to people they have estimated to be women). Or they may conclude that Black people respond more frequently to certain ad variants than others, and so direct only those ads to Black people.4 Importantly, this can happen without the advertiser’s direction or knowledge, and can even frustrate an advertiser’s intention that an ad be distributed more broadly. Such targeting and delivery, which may be permissible in other contexts, risks violating the Act when used for housing-related ads. As des",https://www.hud.gov/sites/dfiles/FHEO/documents/FHEO_Guidance_on_Advertising_through_Digital_Platforms.pdf,en,
1032,"Advancing Governance, Innovation, and Risk Management for Agency Use of Artificial Intelligence",Office of Management and Budget,United States,Federal government,Editors' Picks,Regulation,2025-04-03,2025,4,positive,0.992,medium,0.4444,224,0.7,Defunct,"MEMORANDUM FOR THE HEADS OF EXECUTIVE DEPARTMENTS AND AGENCIES FROM: Shalanda D. Young SUBJECT: Advancing Governance, Innovation, and Risk Management for Agency Use of Artificial Intelligence Artificial intelligence (AI) is one of the most powerful technologies of our time, and the President has been clear that we must seize the opportunities AI presents while managing its risks. Consistent with the AI in Government Act of 2020,1 the Advancing American AI Act,2 and Executive Order 14110 on the Safe, Secure, and Trustworthy Development and Use of Artificial Intelligence, this memorandum directs agencies to advance AI governance and innovation while managing risks from the use of AI in the Federal Government, particularly those affecting the rights and safety of the public.3 1. OVERVIEW While AI is improving operations and service delivery across the Federal Government, agencies must effectively manage its use. As such, this memorandum establishes new agency requirements and guidance for AI governance, innovation, and risk management, including through specific minimum risk management practices for uses of AI that impact the rights and safety of the public. Strengthening AI Governance. Managing AI risk and promoting AI innovation requires effective AI governance. As required by Executive Order 14110, each agency must designate a Chief AI Officer (CAIO) within 60 days of the date of the issuance of this memorandum. This memorandum describes the roles, responsibilities, seniority",https://www.whitehouse.gov/wp-content/uploads/2024/03/M-24-10-Advancing-Governance-Innovation-and-Risk-Management-for-Agency-Use-of-Artificial-Intelligence.pdf,en,"Applications: Government: military and public safety, Strategies: Convening, Strategies: New institution, Risk factors: Bias, Risk factors: Safety, Risk factors: Security, Strategies: Government support: AI workforce-related, Strategies: Disclosure, Strategies: Evaluation: Impact assessment, Strategies: Government study or report, Strategies: Government support: For R&D, Risk factors: Reliability, Risk factors: Transparency, Strategies: Pilots and testbeds, Strategies: Disclosure: About evaluation"
1033,Increasing AI Capacity Across the Federal Government: AI Talent Surge Progress and Recommendations,Executive Office of the President,United States,Federal government,"U.S. regulations, executive orders, and agency policies",Regulation,2024-04-26,2024,4,positive,0.9932,low,0.0,238,0.5,Enacted,"I. Executive Summary Artificial intelligence (AI) is one of the most consequential technologies of our time. President Biden and Vice President Harris have been clear that the Federal Government must mitigate the risks of AI so that the nation can harness its benefits. In October 2023, President Biden signed Executive Order 14110, which directed Federal agencies to take broad and cohesive action to promote the safe, secure, and trustworthy development and use of AI. EO 14110 directs actions to strengthen AI safety and security, protect Americans’ privacy, advance equity and civil rights, stand up for consumers and workers, promote innovation and competition, and advance American leadership in AI around the world. Building upon the Executive Order, in March 2024, Vice President Harris announced that the Federal Government will lead by example in its own development and use of AI with the release of policy to promote AI innovation at agencies while protecting the public’s rights and safety. To execute on these priorities, EO 14110 launched a National AI Talent Surge to recruit and retain AI professionals into the Federal Government. The National AI Talent Surge is building a strong and diverse Federal AI workforce to execute on the following priorities: 1. Leveraging AI in Government. The U.S. Government is already using AI to benefit the public across its vast mission areas to include tackling global challenges such as climate change and cancer, and improving the quality and e",https://ai.gov/wp-content/uploads/2024/04/AI-Talent-Surge-Progress-Report.pdf,en,
1034,Government-wide Hiring Authorities for Advancing Federal Government Use of Artificial Intelligence (AI),Office of Personnel Management,United States,Federal government,"U.S. regulations, executive orders, and agency policies",Regulation,2023-12-29,2023,12,positive,0.9744,low,0.0,225,0.5,Enacted,"Memorandum for Heads of Departments and Agencies From: Kiran A. Ahuja Director Subject: Government-wide Hiring Authorities for Advancing Federal Government Use of Artificial Intelligence (AI) On October 30, 2023, the President signed Executive Order (EO) 14110 titled, “Safe, Secure, and Trustworthy Development and Use of Artificial Intelligence.” Section 1 of the EO establishes the President’s commitment to harvesting the potential of AI through a coordinated plan of implementation across the Federal government: My Administration places the highest urgency on governing the development and use of AI safely and responsibly, and is therefore advancing a coordinated, Federal Government-wide approach to doing so. The rapid speed at which AI capabilities are advancing compels the United States to lead in this moment for the sake of our security, economy, and society. To address this critical hiring need, the EO calls for the advancement of AI across the Federal government. Section 10, subsection 10.2 “Increasing AI talent in Government” requires the U.S. Office of Personnel Management (OPM) to: (d)(i) within 60 days of the date of this order, conduct an evidence-based review on the need for hiring and workplace flexibility, including Federal Government- wide direct-hire authority for AI and related data-science and technical roles, and, where the Director of OPM finds such authority is appropriate, grant it; this review shall include the following job series at all General Schedule",https://chcoc.gov/content/government-wide-hiring-authorities-advancing-federal-government-use-artificial-intelligence,en,
1036,"Pay Flexibility, Incentive Pay, and Leave and Workforce Flexibility Programs for Artificial Intelligence (AI), AI-enabling, and Other Key Technical Employees (OPM)",Office of Personnel Management,United States,Federal government,"U.S. regulations, executive orders, and agency policies",Regulation,2024-02-27,2024,2,positive,0.981,low,0.0,226,0.5,Enacted,"Agencies have considerable discretionary authority to use a variety of pay flexibility, incentive pay, and leave and workforce flexibility programs to support their recruitment, relocation, and retention efforts for AI, AI-enabling, and other key technical employees. A summary of available flexibilities and programs is provided below with information on where to find additional resources. Most of these flexibilities and authorities can be used without approval from the Office of Personnel Management (OPM). Tips: • Many of the flexibilities below can be used simultaneously and with other human resources tools to enhance an agency’s AI and AI-enabling employee recruitment and retention efforts. For example, an agency may use an OPM-approved direct hire authority to hire a new AI employee, pay the new employee a recruitment incentive, set the new employee’s pay above step 1 of their grade using the superior qualifications and special needs pay setting authority, provide service credit towards a higher annual leave accrual rate based non-Federal AI work experience, and provide alternative work schedule and telework options. • These flexibilities may also be used by agencies to recruit and retain talent more broadly, and may therefore be used for other positions of need within agencies.Pay Flexibilities and Incentive Pay Programs • Recruitment Incentives – Agencies may offer newly appointed employees in difficult-to-fill positions up to 25 percent of basic pay multiplied by the nu",https://chcoc.gov/sites/default/files/Memo%20on%20Pay%20Leave%20Workforce%20Flexibilities%20for%20AI%20AI%20Enabling%20and%20Other%20Technical%20Talent.pdf,en,
1044,"Safe and Responsible AI in Australia Consultation, Interim Response",Government of Australia,Other countries,Other countries,Miscellaneous documents,Other,2024-01-17,2024,1,negative,-0.4772,low,0.0,228,0.5,Enacted,"The Australian Government’s interim response The government recognises that many applications of AI do not present risks that require a regulatory response. For example, AI can help monitor and measure biodiversity or help automate internal business processes. However, we have heard from consultations that the current regulatory framework likely does not sufficiently address known risks presented by AI systems, which enable actions and decisions to be taken at a speed and scale that hasn’t previously been possible. In particular, existing laws likely do not adequately prevent AI-facilitated harms before they occur, and more work is needed to ensure there is an adequate response to harms after they occur. The government is already undertaking work to strengthen existing laws in areas that will help to address known harms with AI. This includes the implementation of privacy law reforms, a review of the Online Safety Act 2021, and introduction of new laws relating to misinformation and disinformation. The government will continue to work with states and territories to consider opportunities to further strengthen regulatory frameworks. However, the submissions identified gaps where it was assessed laws do not sufficiently prevent harms from the deployment of AI systems in legitimate but high-risk contexts. When AI is used in high-risk contexts, harms can be difficult or impossible to reverse such that specific guardrails for AI design, development, deployment and use may be neede",https://storage.googleapis.com/converlens-au-industry/industry/p/prj2452c8e24d7a400c72429/public_assets/safe-and-responsible-ai-in-australia-governments-interim-response.pdf,en,
1045,Australia’s AI Ethics Principles,Government of Australia,Other countries,Other countries,Miscellaneous documents,Other,2019-11-07,2019,11,positive,0.9833,low,0.0,218,0.5,Enacted,"Principles at a glance Human, societal and environmental wellbeing: AI systems should benefit individuals, society and the environment. Human-centred values: AI systems should respect human rights, diversity, and the autonomy of individuals. Fairness: AI systems should be inclusive and accessible, and should not involve or result in unfair discrimination against individuals, communities or groups. Privacy protection and security: AI systems should respect and uphold privacy rights and data protection, and ensure the security of data. Reliability and safety: AI systems should reliably operate in accordance with their intended purpose. Transparency and explainability: There should be transparency and responsible disclosure so people can understand when they are being significantly impacted by AI, and can find out when an AI system is engaging with them. Contestability: When an AI system significantly impacts a person, community, group or environment, there should be a timely process to allow people to challenge the use or outcomes of the AI system. Accountability: People responsible for the different phases of the AI system lifecycle should be identifiable and accountable for the outcomes of the AI systems, and human oversight of AI systems should be enabled.Principles in detail Human, social and environmental wellbeing Throughout their lifecycle, AI systems should benefit individuals, society and the environment. This principle aims to clearly indicate from the outset that AI",https://www.industry.gov.au/publications/australias-artificial-intelligence-ethics-framework/australias-ai-ethics-principles,en,
1046,The Bletchley Declaration by Countries Attending the AI Safety Summit,Other multinational,Multinational,Multinational,Multinational,Other,2023-11-01,2023,11,positive,0.9971,low,0.0,232,0.5,Enacted,"Artificial Intelligence (AI) presents enormous global opportunities: it has the potential to transform and enhance human wellbeing, peace and prosperity. To realise this, we affirm that, for the good of all, AI should be designed, developed, deployed, and used, in a manner that is safe, in such a way as to be human-centric, trustworthy and responsible. We welcome the international community’s efforts so far to cooperate on AI to promote inclusive economic growth, sustainable development and innovation, to protect human rights and fundamental freedoms, and to foster public trust and confidence in AI systems to fully realise their potential. AI systems are already deployed across many domains of daily life including housing, employment, transport, education, health, accessibility, and justice, and their use is likely to increase. We recognise that this is therefore a unique moment to act and affirm the need for the safe development of AI and for the transformative opportunities of AI to be used for good and for all, in an inclusive manner in our countries and globally. This includes for public services such as health and education, food security, in science, clean energy, biodiversity, and climate, to realise the enjoyment of human rights, and to strengthen efforts towards the achievement of the United Nations Sustainable Development Goals. Alongside these opportunities, AI also poses significant risks, including in those domains of daily life. To that end, we welcome relevant",https://www.gov.uk/government/publications/ai-safety-summit-2023-the-bletchley-declaration/the-bletchley-declaration-by-countries-attending-the-ai-safety-summit-1-2-november-2023,en,
1052,Canada Artificial Intelligence and Data Act (Companion document),Government of Canada,Other countries,Other countries,Miscellaneous documents,Law/Act,2022-06-16,2022,6,positive,0.9936,low,0.0,230,0.5,Proposed,"Introduction Artificial intelligence (AI) systems are poised to have a significant impact on the lives of Canadians and the operations of Canadian businesses. In June 2022, the Government of Canada tabled the Artificial Intelligence and Data Act (AIDA) as part of Bill C-27, the Digital Charter Implementation Act, 2022. The AIDA represents an important milestone in implementing the Digital Charter and ensuring that Canadians can trust the digital technologies that they use every day. The design, development, and use of AI systems must be safe, and must respect the values of Canadians. The framework proposed in the AIDA is the first step towards a new regulatory system designed to guide AI innovation in a positive direction, and to encourage the responsible adoption of AI technologies by Canadians and Canadian businesses. The Government intends to build on this framework through an open and transparent regulatory development process. Consultations would be organized to gather input from a variety of stakeholders across Canada to ensure that the regulations achieve outcomes aligned with Canadian values. The global interconnectedness of the digital economy requires that the regulation of AI systems in the marketplace be coordinated internationally. Canada has drawn from and will work together with international partners – such as the European Union (EU), the United Kingdom, and the United States (US) – to align approaches, in order to ensure that Canadians are protected globally",https://ised-isde.canada.ca/site/innovation-better-canada/en/artificial-intelligence-and-data-act-aida-companion-document,en,
1053,Canadian Guardrails for Generative AI – Code of Practice,Government of Canada,Other countries,Other countries,Miscellaneous documents,Law/Act,2023-08-16,2023,8,positive,0.9878,medium,0.5,229,0.7,Enacted,"Introduction In recent months, generative AI systems—such as ChatGPT, Dall-E 2, and Midjourney—have captured the world's attention. These AI systems are trained on vast datasets of text, images, or other data. Their distinguishing feature is their ability to generate novel content in a wide variety of different forms and contexts. As a result, a single system may be used to perform many different kinds of tasks. For example, a language-based system can perform tasks such as translating, summarizing text, suggesting edits or revisions to text, answering questions, or generating code. While they have many benefits, generative AI systems are powerful tools that can also be used for malicious or inappropriate purposes. Their generative abilities, combined with the broad scale of deployment, contribute to a distinct and potentially wide risk profile. These features have led to an urgent call to action on generative AI, including amongst leading AI industry experts. In recent months, the international community has taken steps toward helping make these systems safer and more trustworthy. For example, the G7 recently launched the Hiroshima AI Process to coordinate discussions on generative AI risks, and in July 2023, U.S. President Joe Biden announced eight voluntary commitments from large AI companies in support of safety, security, and trust. Canada has already taken significant steps toward ensuring that this technology evolves in a safe manner. Canada is well positioned to addre",https://ised-isde.canada.ca/site/ised/en/consultation-development-canadian-code-practice-generative-artificial-intelligence-systems/canadian-guardrails-generative-ai-code-practice,en,"Risk factors: Safety, Harms: Detrimental content, Strategies: Evaluation, Strategies: Evaluation: Impact assessment, Strategies: Disclosure, Strategies: Disclosure: About incidents, Risk factors: Bias, Harms: Violation of civil or human rights, including privacy, Risk factors: Transparency, Strategies: Disclosure: In deployment, Risk factors: Reliability, Risk factors: Reliability: Robustness, Strategies: Evaluation: Adversarial testing, Risk factors: Security: Cybersecurity, Risk factors: Security"
1054,Directive on Automated Decision-Making (Canada),Government of Canada,Other countries,Other countries,Miscellaneous documents,Other,2023-04-25,2023,4,positive,0.8588,medium,0.3889,236,0.7,Enacted,"Directive on Automated Decision-Making 1. Effective date 1.1 This directive takes effect on April 1, 2019, with compliance required by no later than April 1, 2020. 1.2 This directive applies to all automated decision systems developed or procured after April 1, 2020. However, 1.2.1 existing systems developed or procured prior to April 25, 2023 will have until April 25, 2024 to fully transition to the requirements in subsections 6.2.3, 6.3.1, 6.3.4, 6.3.5 and 6.3.6 in this directive; 1.2.2 new systems developed or procured after April 25, 2023 will have until October 25, 2023 to meet the requirements in this directive. 1.3 This directive will be reviewed every two years, and as determined by the Chief Information Officer of Canada. 1. Authorities 2.1 This directive is issued pursuant to the same authority indicated in section 2 of the Policy on Service and Digital. 1. Definitions 3.1 Definitions to be used in the interpretation of this directive are listed in Appendix A. 1. Objectives and expected results 4.1 The objective of this directive is to ensure that automated decision systems are deployed in a manner that reduces risks to clients, federal institutions and Canadian society, and leads to more efficient, accurate, consistent and interpretable decisions made pursuant to Canadian law. 4.2 The expected results of this directive are as follows: 4.2.1 Decisions made by federal institutions are data-driven, responsible and comply with procedural fairness and due process requir",https://www.tbs-sct.canada.ca/pol/doc-eng.aspx?id=32592,en,"Applications: Government: other applications/unspecified, Risk factors: Reliability, Risk factors: Interpretability and explainability, Risk factors: Transparency, Strategies: Evaluation, Strategies: Evaluation: Impact assessment, Strategies: Disclosure, Strategies: Disclosure: About evaluation, Strategies: Disclosure: In standard form, Strategies: Disclosure: In deployment, Risk factors: Security, Risk factors: Security: Dissemination, Strategies: Evaluation: External auditing, Strategies: Evaluation: Conformity assessment, Risk factors: Bias"
